:ID,identifier:String,name:String,:LABEL
Q21116154,Q21116154,Adenosine A3 receptor,Protein
Q21116162,Q21116162,Adenosine A2a receptor,Protein
Q21116164,Q21116164,Adenosine A2b receptor,Protein
Q21118785,Q21118785,MAS related GPR family member D,Protein
Q21103162,Q21103162,Glycine receptor beta,Protein
Q21115954,Q21115954,Glycine receptor alpha 2,Protein
Q4202653,Q4202653,Q4202653,Compound
Q4300388,Q4300388,strontium dioxido(dioxo)molybdenum,Compound
Q21115815,Q21115815,Glutamate ionotropic receptor NMDA type subunit 2A,Protein
Q21115816,Q21115816,Glutamate ionotropic receptor NMDA type subunit 2B,Protein
Q21115819,Q21115819,Glutamate ionotropic receptor NMDA type subunit 2C,Protein
Q21118862,Q21118862,Glutamate ionotropic receptor NMDA type subunit 1,Protein
Q21130911,Q21130911,Glutamate ionotropic receptor NMDA type subunit 2D,Protein
Q414518,Q414518,sodium molybdate,Compound
Q18211945,Q18211945,Q18211945,Compound
Q18211609,Q18211609,Q18211609,Compound
Q20986132,Q20986132,Q20986132,Compound
Q193216,Q193216,trachoma,Disease
Q21102588,Q21102588,Diacylglycerol lipase beta,Protein
Q21102593,Q21102593,Diacylglycerol lipase alpha,Protein
Q16705824,Q16705824,Q16705824,Compound
Q4493232,Q4493232,Q4493232,Compound
Q18212010,Q18212010,Q18212010,Compound
Q21125249,Q21125249,Solute carrier organic anion transporter family member 1C1,Protein
Q411656,Q411656,barium sulfide,Compound
Q21106795,Q21106795,Phosphodiesterase 4D,Protein
Q18212210,Q18212210,Q18212210,Compound
Q1313546,Q1313546,rubidium chlorate,Compound
Q926462,Q926462,pityriasis versicolor,Disease
Q5609817,Q5609817,tinea pedis,Disease
Q62736,Q62736,osteoarthritis,Disease
Q415364,Q415364,Prostaglandin-endoperoxide synthase 2,Protein
Q1369011,Q1369011,familial adenomatous polyposis,Disease
Q2336340,Q2336340,trisodium arsenate,Compound
Q154869,Q154869,hepatitis C,Disease
Q18554367,Q18554367,respiratory syncytial virus infectious disease,Disease
Q18554607,Q18554607,pharyngoconjunctival fever,Disease
Q18555063,Q18555063,West Nile encephalitis,Disease
Q4138163,Q4138163,Q4138163,Compound
Q21109355,Q21109355,5-hydroxytryptamine receptor 7,Protein
Q3905414,Q3905414,Skin infection,Disease
Q18212084,Q18212084,Q18212084,Compound
Q425350,Q425350,vanadium(III) oxide,Compound
Q258759,Q258759,thulium oxide,Compound
Q15628236,Q15628236,Q15628236,Compound
Q15628244,Q15628244,Q15628244,Compound
Q4351681,Q4351681,Q4351681,Compound
Q21108357,Q21108357,Solute carrier family 7 member 11,Protein
Q21123083,Q21123083,Tachykinin receptor 2,Protein
Q21010585,Q21010585,Q21010585,Compound
Q18211495,Q18211495,Q18211495,Compound
Q6343339,Q6343339,stannous 2-ethylhexanoate,Compound
Q204986,Q204986,Tin(II) sulfide,Compound
Q16854883,Q16854883,Q16854883,Compound
Q414401,Q414401,Purine nucleoside phosphorylase,Protein
Q18211996,Q18211996,Q18211996,Compound
Q15628389,Q15628389,Q15628389,Compound
Q21120423,Q21120423,Prostaglandin E receptor 3,Protein
Q21122493,Q21122493,Prostaglandin F receptor,Protein
Q16715969,Q16715969,Q16715969,Compound
Q414632,Q414632,mercuric iodide,Compound
Q1760461,Q1760461,ovarian hyperstimulation syndrome,Disease
Q15627945,Q15627945,Q15627945,Compound
Q21108402,Q21108402,Chloride voltage-gated channel 2,Protein
Q21010584,Q21010584,Q21010584,Compound
Q8083989,Q8083989,Opioid receptor kappa 1,Protein
Q425241,Q425241,tributyltin hydride,Compound
Q415043,Q415043,stevioside,Compound
Q18211931,Q18211931,Q18211931,Compound
Q15628320,Q15628320,Q15628320,Compound
Q410434,Q410434,"Raf-1 proto-oncogene, serine/threonine kinase",Protein
Q17333052,Q17333052,lanthanum selenate,Compound
Q18557988,Q18557988,subacute delirium,Disease
Q41478,Q41478,hemorrhoid,Disease
Q15628184,Q15628184,Q15628184,Compound
Q181923,Q181923,attention deficit hyperactivity disorder,Disease
Q410142,Q410142,Solute carrier family 6 member 4,Protein
Q7050954,Q7050954,Solute carrier family 6 member 2,Protein
Q7632070,Q7632070,substance-related disorder,Disease
Q21134814,Q21134814,Solute carrier family 29 member 4,Protein
Q3435504,Q3435504,AIDS dementia complex,Disease
Q7119501,Q7119501,Protein kinase C alpha,Protein
Q7120338,Q7120338,Protein kinase C delta,Protein
Q21114845,Q21114845,Protein kinase C gamma,Protein
Q21114850,Q21114850,Protein kinase C beta,Protein
Q15069049,Q15069049,Q15069049,Compound
Q416291,Q416291,indium phosphide,Compound
Q223102,Q223102,peritonitis,Disease
Q2046113,Q2046113,visceral leishmaniasis,Disease
Q5509169,Q5509169,fungal meningitis,Disease
Q26985509,Q26985509,cutaneous candidiasis,Disease
Q3454525,Q3454525,Progesterone receptor,Protein
Q178190,Q178190,obsessive-compulsive disorder,Disease
Q180913,Q180913,bulimia nervosa,Disease
Q741713,Q741713,panic disorder,Disease
Q21105176,Q21105176,Anoctamin 1,Protein
Q3791889,Q3791889,Calcium silicate hydrate,Compound
Q727028,Q727028,bacterial infectious disease,Disease
Q448310,Q448310,seborrheic dermatitis,Disease
Q18554021,Q18554021,common wart,Disease
Q18555302,Q18555302,scalp dermatosis,Disease
Q4493228,Q4493228,Q4493228,Compound
Q467635,Q467635,multiple myeloma,Disease
Q938205,Q938205,neuroblastoma,Disease
Q1898141,Q1898141,rhabdomyosarcoma,Disease
Q21109462,Q21109462,Monoamine oxidase B,Protein
Q15628079,Q15628079,Q15628079,Compound
Q4498233,Q4498233,rhenium(IV) chloride,Compound
Q419676,Q419676,ammonium heptamolybdate,Compound
Q16707514,Q16707514,Q16707514,Compound
Q6748770,Q6748770,Manganese(II) telluride,Compound
Q219102,Q219102,Cushing's syndrome,Disease
Q21114291,Q21114291,Interleukin 17A,Protein
Q15628052,Q15628052,Q15628052,Compound
Q414685,Q414685,yttrium oxide,Compound
Q5123372,Q5123372,Opioid receptor mu 1,Protein
Q21115334,Q21115334,Opioid receptor delta 1,Protein
Q5009781,Q5009781,Fms related tyrosine kinase 3,Protein
Q753904,Q753904,rheumatic fever,Disease
Q15627949,Q15627949,Q15627949,Compound
Q15627978,Q15627978,Q15627978,Compound
Q15730236,Q15730236,silver tetraiodomercurate(ii),Compound
Q409279,Q409279,rhodium oxide,Compound
Q587961,Q587961,"ABL proto-oncogene 1, non-receptor tyrosine kinase",Protein
Q5198254,Q5198254,Cyclin dependent kinase 8,Protein
Q21156191,Q21156191,Cyclin dependent kinase 19,Protein
Q18212067,Q18212067,Q18212067,Compound
Q41571,Q41571,epilepsy,Disease
Q21108695,Q21108695,G protein-coupled receptor 84,Protein
Q4067025,Q4067025,Q4067025,Compound
Q4457911,Q4457911,nickel(II) thiocyanate,Compound
Q4445848,Q4445848,Q4445848,Compound
Q409867,Q409867,Nuclear receptor subfamily 1 group I member 2,Protein
Q1499998,Q1499998,Calcium voltage-gated channel subunit alpha1 C,Protein
Q7671479,Q7671479,Transient receptor potential cation channel subfamily M member 3,Protein
Q21096394,Q21096394,Potassium voltage-gated channel subfamily A member 5,Protein
Q21102124,Q21102124,Calcium voltage-gated channel subunit alpha1 F,Protein
Q21102146,Q21102146,Calcium voltage-gated channel subunit alpha1 D,Protein
Q21103146,Q21103146,Glycine receptor alpha 3,Protein
Q21111803,Q21111803,Calcium voltage-gated channel subunit alpha1 S,Protein
Q21113274,Q21113274,Fatty acid amide hydrolase,Protein
Q5500222,Q5500222,Free fatty acid receptor 1,Protein
Q21172800,Q21172800,Free fatty acid receptor 4,Protein
Q20979802,Q20979802,Q20979802,Compound
Q20982328,Q20982328,Q20982328,Compound
Q4445849,Q4445849,Q4445849,Compound
Q900883,Q900883,cerous oxide,Compound
Q19521743,Q19521743,Q19521743,Compound
Q21108338,Q21108338,Ribonucleotide reductase regulatory subunit M2,Protein
Q21121233,Q21121233,Ribonucleotide reductase catalytic subunit M1,Protein
Q21118884,Q21118884,NPC1 like intracellular cholesterol transporter 1,Protein
Q2711291,Q2711291,familial hypercholesterolemia,Disease
Q4202634,Q4202634,Q4202634,Compound
Q18211962,Q18211962,Q18211962,Compound
Q7140388,Q7140388,focal epilepsy,Disease
Q5931256,Q5931256,Europium(II) sulfide,Compound
Q4161973,Q4161973,Q4161973,Compound
Q421264,Q421264,vanadium(II) chloride,Compound
Q2356259,Q2356259,Gap junction protein alpha 1,Protein
Q21107052,Q21107052,Gap junction protein alpha 4,Protein
Q21107107,Q21107107,Gap junction protein alpha 3,Protein
Q21107088,Q21107088,Gap junction protein alpha 10,Protein
Q21112081,Q21112081,Gap junction protein gamma 3,Protein
Q21113100,Q21113100,Gap junction protein beta 5,Protein
Q21113099,Q21113099,Gap junction protein beta 3,Protein
Q21113101,Q21113101,Gap junction protein beta 6,Protein
Q21113115,Q21113115,Gap junction protein beta 1,Protein
Q21113127,Q21113127,Gap junction protein beta 2,Protein
Q21113152,Q21113152,Gap junction protein alpha 5,Protein
Q21113155,Q21113155,Gap junction protein gamma 1,Protein
Q21113158,Q21113158,Gap junction protein alpha 8,Protein
Q21113161,Q21113161,Gap junction protein alpha 9,Protein
Q21113168,Q21113168,Gap junction protein gamma 2,Protein
Q21113169,Q21113169,Gap junction protein beta 7,Protein
Q21113170,Q21113170,Gap junction protein delta 3,Protein
Q21113172,Q21113172,Gap junction protein delta 4,Protein
Q21113173,Q21113173,Gap junction protein beta 4,Protein
Q21113176,Q21113176,Gap junction protein delta 2,Protein
Q1477,Q1477,ulcerative colitis,Disease
Q412491,Q412491,Mercury telluride,Compound
Q246068,Q246068,cysticercosis,Disease
Q1048084,Q1048084,opisthorchiasis,Disease
Q1102300,Q1102300,clonorchiasis,Disease
Q15628176,Q15628176,myo-Inositol,Compound
Q2051919,Q2051919,Extravasation,Disease
Q189580,Q189580,acromegaly,Disease
Q212961,Q212961,pancreatic cancer,Disease
Q18556544,Q18556544,pituitary carcinoma,Disease
Q18557172,Q18557172,follicular adenoma,Disease
Q4789584,Q4789584,Arginine vasopressin receptor 1A,Protein
Q4789587,Q4789587,Arginine vasopressin receptor 1B,Protein
Q6590443,Q6590443,Oxytocin receptor,Protein
Q21010557,Q21010557,Q21010557,Compound
Q21001749,Q21001749,Q21001749,Compound
Q4216080,Q4216080,Matrix metallopeptidase 2,Protein
Q978572,Q978572,Methylsilane,Compound
Q2228902,Q2228902,scandium tribromide,Compound
Q15627993,Q15627993,Q15627993,Compound
Q15993180,Q15993180,Q15993180,Compound
Q415500,Q415500,indium chloride,Compound
Q580290,Q580290,spinal muscular atrophy,Disease
Q4332913,Q4332913,Q4332913,Compound
Q18590317,Q18590317,Q18590317,Compound
Q410458,Q410458,lithium tantalate,Compound
Q4214560,Q4214560,Q4214560,Compound
Q4413546,Q4413546,Gold(III) selenate,Compound
Q594013,Q594013,Prader-Willi syndrome,Disease
Q35869,Q35869,asthma,Disease
Q188605,Q188605,pulmonary emphysema,Disease
Q729735,Q729735,chronic myeloid leukemia,Disease
Q948318,Q948318,polycythemia vera,Disease
Q1088156,Q1088156,chronic lymphocytic leukemia,Disease
Q1542410,Q1542410,thrombocytosis,Disease
Q5513985,Q5513985,Gonadotropin releasing hormone receptor,Protein
Q22467774,Q22467774,premature menopause,Disease
Q4419236,Q4419236,Q4419236,Compound
Q17378395,Q17378395,trichloridooxidomolybdenum,Compound
Q408305,Q408305,Cytochrome P450 family 17 subfamily A member 1,Protein
Q7331102,Q7331102,alcohol abuse,Disease
Q7028298,Q7028298,nickel selenide,Compound
Q18212146,Q18212146,Q18212146,Compound
Q20979880,Q20979880,Q20979880,Compound
Q18405968,Q18405968,Q18405968,Compound
Q18590308,Q18590308,Q18590308,Compound
Q16682750,Q16682750,tricalcium silicon pentaoxide,Compound
Q83030,Q83030,dementia,Disease
Q18553444,Q18553444,nicotine dependence,Disease
Q18554377,Q18554377,diabetic polyneuropathy,Disease
Q18212041,Q18212041,Q18212041,Compound
Q21108135,Q21108135,Cholinergic receptor nicotinic alpha 10 subunit,Protein
Q21111184,Q21111184,Cholinergic receptor nicotinic alpha 9 subunit,Protein
Q7834290,Q7834290,Transient receptor potential cation channel subfamily A member 1,Protein
Q1906054,Q1906054,mucopolysaccharidosis I,Disease
Q94770,Q94770,calcium peroxide,Compound
Q2926032,Q2926032,stannic bromide,Compound
Q21010592,Q21010592,Q21010592,Compound
Q26207741,Q26207741,Q26207741,Compound
Q21119591,Q21119591,Neurotensin receptor 2,Protein
Q21124061,Q21124061,Neurotensin receptor 1,Protein
Q5201199,Q5201199,Cysteinyl leukotriene receptor 2,Protein
Q5201201,Q5201201,Cysteinyl leukotriene receptor 1,Protein
Q414440,Q414440,strontium sulfate,Compound
Q6714411,Q6714411,Mitogen-activated protein kinase 8,Protein
Q6881891,Q6881891,Mitogen-activated protein kinase 9,Protein
Q21139471,Q21139471,Mitogen-activated protein kinase 10,Protein
Q17749522,Q17749522,Q17749522,Compound
Q18555061,Q18555061,colonic benign neoplasm,Disease
Q2300099,Q2300099,gastrointestinal system disease,Disease
Q412356,Q412356,silicon carbide,Compound
Q421063,Q421063,palladium oxide,Compound
Q1004647,Q1004647,bullous pemphigoid,Disease
Q1151507,Q1151507,dermatitis herpetiformis,Disease
Q26695620,Q26695620,subcorneal pustular dermatosis,Disease
Q425169,Q425169,sodium thioantimoniate,Compound
Q20986176,Q20986176,Q20986176,Compound
Q4419234,Q4419234,Q4419234,Compound
Q20986141,Q20986141,Q20986141,Compound
Q18555117,Q18555117,opiate dependence,Disease
Q3041498,Q3041498,eye disease,Disease
Q15425781,Q15425781,nickel boride,Compound
Q15627932,Q15627932,Q15627932,Compound
Q12746346,Q12746346,Opioid related nociceptin receptor 1,Protein
Q185034,Q185034,sickle cell anemia,Disease
Q1585743,Q1585743,urea cycle disorder,Disease
Q3616632,Q3616632,beta thalassemia,Disease
Q1898104,Q1898104,bone marrow cancer,Disease
Q16705323,Q16705323,Q16705323,Compound
Q21173206,Q21173206,Histone deacetylase 4,Protein
Q725345,Q725345,Kaposi's sarcoma,Disease
Q638729,Q638729,autoimmune thrombocytopenic purpura,Disease
Q1076481,Q1076481,choriocarcinoma,Disease
Q1411740,Q1411740,histiocytosis,Disease
Q3242950,Q3242950,kidney cancer,Disease
Q18211510,Q18211510,Q18211510,Compound
Q938107,Q938107,hypogonadism,Disease
Q686574,Q686574,Endometrial hyperplasia,Disease
Q5442760,Q5442760,female reproductive system disease,Disease
Q18211615,Q18211615,Q18211615,Compound
Q552348,Q552348,eclampsia,Disease
Q4493216,Q4493216,niobium trifluoride,Compound
Q2664750,Q2664750,carbon diselenide,Compound
Q20979871,Q20979871,Barium tungstate,Compound
Q19613217,Q19613217,Q19613217,Compound
Q16683482,Q16683482,Q16683482,Compound
Q24736444,Q24736444,(2Z)-2-octene,Compound
Q425412,Q425412,americium(IV) oxide,Compound
Q26207761,Q26207761,Q26207761,Compound
Q21118072,Q21118072,Estrogen related receptor alpha,Protein
Q16701694,Q16701694,Q16701694,Compound
Q21001747,Q21001747,Q21001747,Compound
Q308856,Q308856,Dopamine receptor D4,Protein
Q21110867,Q21110867,Dopamine receptor D1,Protein
Q21131500,Q21131500,Dopamine receptor D5,Protein
Q21010560,Q21010560,Q21010560,Compound
Q883863,Q883863,blepharospasm,Disease
Q906492,Q906492,dystonia,Disease
Q949302,Q949302,skin disease,Disease
Q18558101,Q18558101,mechanical strabismus,Disease
Q21010540,Q21010540,Q21010540,Compound
Q1311179,Q1311179,ferric phosphate,Compound
Q204783,Q204783,zinc fluoride,Compound
Q571999,Q571999,Inhibitor of nuclear factor kappa B kinase subunit beta,Protein
Q21130508,Q21130508,Conserved helix-loop-helix ubiquitous kinase,Protein
Q15628041,Q15628041,Q15628041,Compound
Q208726,Q208726,anogenital venereal wart,Disease
Q18002958,Q18002958,nickel carbonate hydroxide,Compound
Q15628340,Q15628340,Q15628340,Compound
Q19614993,Q19614993,Q19614993,Compound
Q415607,Q415607,3-hydroxy-3-methylglutaryl-CoA reductase,Protein
Q4454236,Q4454236,Q4454236,Compound
Q1485208,Q1485208,radafaxine,Compound
Q167178,Q167178,scabies,Disease
Q842428,Q842428,ascariasis,Disease
Q1137321,Q1137321,onchocerciasis,Disease
Q2360849,Q2360849,strongyloidiasis,Disease
Q2264130,Q2264130,trichuriasis,Disease
Q4280605,Q4280605,mansonelliasis,Disease
Q16775468,Q16775468,elephantiasis,Disease
Q2347328,Q2347328,Trimethylstibine,Compound
Q6981557,Q6981557,Sodium voltage-gated channel alpha subunit 4,Protein
Q4351682,Q4351682,Q4351682,Compound
Q5016547,Q5016547,cadmium tetrafluoroborate,Compound
Q1485,Q1485,systemic lupus erythematosus,Disease
Q8084905,Q8084905,hypersensitivity reaction type II disease,Disease
Q183392,Q183392,rickets,Disease
Q1586088,Q1586088,hypoparathyroidism,Disease
Q187656,Q187656,relapsing polychondritis,Disease
Q18211946,Q18211946,Q18211946,Compound
Q21107443,Q21107443,Formyl peptide receptor 2,Protein
Q160653,Q160653,listeriosis,Disease
Q191779,Q191779,Gilles de la Tourette syndrome,Disease
Q18211983,Q18211983,Q18211983,Compound
Q21114807,Q21114807,Lysine demethylase 7A,Protein
Q21114819,Q21114819,Lysine demethylase 2A,Protein
Q22683566,Q22683566,PHD finger protein 8,Protein
Q6708277,Q6708277,lymphoid leukemia,Disease
Q21107890,Q21107890,Potassium voltage-gated channel subfamily A member 7,Protein
Q21110532,Q21110532,Potassium voltage-gated channel subfamily H member 1,Protein
Q21119831,Q21119831,Potassium voltage-gated channel subfamily H member 5,Protein
Q21173504,Q21173504,Matrix metallopeptidase 1,Protein
Q2443527,Q2443527,lithium molybdate,Compound
Q204639,Q204639,zinc acetate anhydrous,Compound
Q4332908,Q4332908,Q4332908,Compound
Q1985595,Q1985595,nickel(II) sulfide,Compound
Q425172,Q425172,orthotelluric acid,Compound
Q21009975,Q21009975,Q21009975,Compound
Q20986799,Q20986799,Q20986799,Compound
Q15628382,Q15628382,Q15628382,Compound
Q21120458,Q21120458,Proteasome subunit beta 5,Protein
Q24735900,Q24735900,(2E)-2-octene,Compound
Q2628977,Q2628977,hafnium tetrachloride,Compound
Q4419239,Q4419239,Q4419239,Compound
Q2207705,Q2207705,selenium tetrachloride,Compound
Q20986129,Q20986129,Q20986129,Compound
Q417057,Q417057,"Vitamin D (1,25- dihydroxyvitamin D3) receptor",Protein
Q4445789,Q4445789,Q4445789,Compound
Q15627998,Q15627998,Q15627998,Compound
Q18220870,Q18220870,stannic hydrogen phosphate,Compound
Q17337583,Q17337583,chloro(triisocyanato)silane,Compound
Q4096879,Q4096879,Q4096879,Compound
Q18211442,Q18211442,Q18211442,Compound
Q15628368,Q15628368,Q15628368,Compound
Q207087,Q207087,ectopic pregnancy,Disease
Q369157,Q369157,meningioma,Disease
Q18554460,Q18554460,brain cancer,Disease
Q7900619,Q7900619,bladder neck obstruction,Disease
Q18554349,Q18554349,urethral obstruction,Disease
Q19613966,Q19613966,Q19613966,Compound
Q21111162,Q21111162,Cholinergic receptor nicotinic alpha 1 subunit,Protein
Q21111175,Q21111175,Cholinergic receptor nicotinic alpha 3 subunit,Protein
Q21111181,Q21111181,Cholinergic receptor nicotinic alpha 2 subunit,Protein
Q21111182,Q21111182,Cholinergic receptor nicotinic alpha 6 subunit,Protein
Q21201618,Q21201618,Cholinergic receptor nicotinic alpha 4 subunit,Protein
Q22676780,Q22676780,Cholinergic receptor nicotinic alpha 7 subunit,Protein
Q21009999,Q21009999,Q21009999,Compound
Q18211953,Q18211953,Q18211953,Compound
Q808224,Q808224,Q808224,Compound
Q22676679,Q22676679,Acetylcholinesterase (Cartwright blood group),Protein
Q17563012,Q17563012,Q17563012,Compound
Q26207763,Q26207763,Q26207763,Compound
Q4833719,Q4833719,B-cell lymphoma,Disease
Q16685889,Q16685889,Q16685889,Compound
Q17563004,Q17563004,Q17563004,Compound
Q81890,Q81890,bismuth subsalicylate,Compound
Q409288,Q409288,xenon tetrafluoride,Compound
Q419396,Q419396,tellurium hexafluoride,Compound
Q17563002,Q17563002,Q17563002,Compound
Q15628372,Q15628372,Q15628372,Compound
Q18211995,Q18211995,Q18211995,Compound
Q4119858,Q4119858,Indium(III) telluride,Compound
Q15725526,Q15725526,Q15725526,Compound
Q18243187,Q18243187,tin diformate,Compound
Q4498193,Q4498193,chlorobismuth,Compound
Q5016545,Q5016545,cadmium chromate,Compound
