:START_ID,:END_ID,:TYPE
Q311568,Q21971328,physically-interacts-with_PpiwC
Q21971328,Q423037,instance-of_CioC
Q34879,Q549803,drug-used-for-treatment_DduftC
Q221668,Q549803,drug-used-for-treatment_DduftC
Q19597369,Q549803,drug-used-for-treatment_DduftC
Q425164,Q737,has-part_ChpC
Q4456632,Q1087,has-part_ChpC
Q4332794,Q1119,has-part_ChpC
Q4639596,Q6592066,physically-interacts-with_PpiwC
Q4734884,Q6592066,physically-interacts-with_PpiwC
Q4734886,Q6592066,physically-interacts-with_PpiwC
Q4734887,Q6592066,physically-interacts-with_PpiwC
Q4734891,Q6592066,physically-interacts-with_PpiwC
Q4734892,Q6592066,physically-interacts-with_PpiwC
Q4734894,Q6592066,physically-interacts-with_PpiwC
Q21115043,Q6592066,physically-interacts-with_PpiwC
Q416601,Q426185,physically-interacts-with_PpiwC
Q16635993,Q1046,has-part_ChpC
Q165328,Q27261387,drug-used-for-treatment_DduftC
Q18212068,Q1096,has-part_ChpC
Q41861,Q1078392,drug-used-for-treatment_DduftC
Q486485,Q1078392,drug-used-for-treatment_DduftC
Q504790,Q1078392,drug-used-for-treatment_DduftC
Q19000661,Q1078392,drug-used-for-treatment_DduftC
Q26207744,Q938,has-part_ChpC
Q425217,Q876,has-part_ChpC
Q1085078,Q10910387,physically-interacts-with_PpiwC
Q133823,Q20817118,drug-used-for-treatment_DduftC
Q418796,Q713,has-part_ChpC
Q4162492,Q1053,has-part_ChpC
Q288797,Q4639557,physically-interacts-with_PpiwC
Q41861,Q947266,drug-used-for-treatment_DduftC
Q2819188,Q947266,physically-interacts-with_PpiwC
Q21174687,Q947266,physically-interacts-with_PpiwC
Q3637540,Q421951,instance-of_CioC
Q21122997,Q417689,physically-interacts-with_PpiwC
Q21122995,Q417689,physically-interacts-with_PpiwC
Q21125231,Q26270990,physically-interacts-with_PpiwC
Q21125248,Q26270990,physically-interacts-with_PpiwC
Q21125253,Q26270990,physically-interacts-with_PpiwC
Q21136123,Q26270990,physically-interacts-with_PpiwC
Q2614009,Q722,has-part_ChpC
Q26207777,Q713,has-part_ChpC
Q17443531,Q1388,has-part_ChpC
Q3162114,Q7383611,physically-interacts-with_PpiwC
Q6155967,Q7383611,physically-interacts-with_PpiwC
Q6155969,Q7383611,physically-interacts-with_PpiwC
Q7861688,Q7383611,physically-interacts-with_PpiwC
Q4789588,Q6659958,physically-interacts-with_PpiwC
Q21122109,Q6948247,physically-interacts-with_PpiwC
Q21122125,Q6948247,physically-interacts-with_PpiwC
Q838966,Q416463,drug-used-for-treatment_DduftC
Q21108125,Q416463,physically-interacts-with_PpiwC
Q21110901,Q12745785,physically-interacts-with_PpiwC
Q7169504,Q5515069,physically-interacts-with_PpiwC
Q12204,Q423169,drug-used-for-treatment_DduftC
Q18212223,Q1105,has-part_ChpC
Q41861,Q419995,drug-used-for-treatment_DduftC
Q178194,Q419995,drug-used-for-treatment_DduftC
Q486485,Q419995,drug-used-for-treatment_DduftC
Q794086,Q419995,drug-used-for-treatment_DduftC
Q7671473,Q419995,physically-interacts-with_PpiwC
Q7671497,Q419995,physically-interacts-with_PpiwC
Q21102075,Q419995,physically-interacts-with_PpiwC
Q21102082,Q419995,physically-interacts-with_PpiwC
Q21102111,Q419995,physically-interacts-with_PpiwC
Q21123416,Q419995,physically-interacts-with_PpiwC
Q21126833,Q419995,physically-interacts-with_PpiwC
Q15966013,Q1100,has-part_ChpC
Q19614442,Q1112,has-part_ChpC
Q1949517,Q15124168,physically-interacts-with_PpiwC
Q4639596,Q15124168,physically-interacts-with_PpiwC
Q21108118,Q15124168,physically-interacts-with_PpiwC
Q905729,Q579348,physically-interacts-with_PpiwC
Q905736,Q579348,physically-interacts-with_PpiwC
Q939364,Q579348,drug-used-for-treatment_DduftC
Q579527,Q579348,drug-used-for-treatment_DduftC
Q432462,Q579348,drug-used-for-treatment_DduftC
Q21109971,Q579348,physically-interacts-with_PpiwC
Q1126831,Q579348,drug-used-for-treatment_DduftC
Q1128595,Q579348,drug-used-for-treatment_DduftC
Q1641399,Q579348,drug-used-for-treatment_DduftC
Q2072063,Q579348,drug-used-for-treatment_DduftC
Q21109974,Q579348,physically-interacts-with_PpiwC
Q18556468,Q579348,drug-used-for-treatment_DduftC
Q21111265,Q579348,physically-interacts-with_PpiwC
Q21111833,Q579348,physically-interacts-with_PpiwC
Q21120420,Q579348,physically-interacts-with_PpiwC
Q21120422,Q579348,physically-interacts-with_PpiwC
Q21126833,Q211086,physically-interacts-with_PpiwC
Q15632856,Q1046,has-part_ChpC
Q16913041,Q876,has-part_ChpC
Q21116946,Q265352,physically-interacts-with_PpiwC
Q21132915,Q265352,physically-interacts-with_PpiwC
Q21132917,Q265352,physically-interacts-with_PpiwC
Q21173164,Q265352,physically-interacts-with_PpiwC
Q21122433,Q7388914,physically-interacts-with_PpiwC
Q21122435,Q7388914,physically-interacts-with_PpiwC
Q544006,Q412194,drug-used-for-treatment_DduftC
Q19000444,Q412194,drug-used-for-treatment_DduftC
Q21115043,Q412194,physically-interacts-with_PpiwC
Q757838,Q3837481,drug-used-for-treatment_DduftC
Q486485,Q3837481,drug-used-for-treatment_DduftC
Q831530,Q3837481,drug-used-for-treatment_DduftC
Q2346396,Q3837481,drug-used-for-treatment_DduftC
Q18555085,Q3837481,drug-used-for-treatment_DduftC
Q18558195,Q3837481,drug-used-for-treatment_DduftC
Q5014192,Q7119049,physically-interacts-with_PpiwC
Q5014193,Q7119049,physically-interacts-with_PpiwC
Q2844056,Q676896,physically-interacts-with_PpiwC
Q4847900,Q676896,physically-interacts-with_PpiwC
Q4847907,Q676896,physically-interacts-with_PpiwC
Q4847910,Q676896,physically-interacts-with_PpiwC
Q15628086,Q876,has-part_ChpC
Q15628086,Q1094,has-part_ChpC
Q419909,Q942,has-part_ChpC
Q18212050,Q876,has-part_ChpC
Q288797,Q421315,physically-interacts-with_PpiwC
Q21115043,Q421315,physically-interacts-with_PpiwC
Q21115046,Q421315,physically-interacts-with_PpiwC
Q21115051,Q421315,physically-interacts-with_PpiwC
Q21115052,Q421315,physically-interacts-with_PpiwC
Q20986790,Q737,has-part_ChpC
Q205764,Q3869873,drug-used-for-treatment_DduftC
Q16695999,Q706,has-part_ChpC
Q16695999,Q876,has-part_ChpC
Q2348776,Q1046,has-part_ChpC
Q180614,Q415571,drug-used-for-treatment_DduftC
Q324464,Q415571,drug-used-for-treatment_DduftC
Q18557991,Q415571,drug-used-for-treatment_DduftC
Q681817,Q415571,drug-used-for-treatment_DduftC
Q18557998,Q415571,drug-used-for-treatment_DduftC
Q18975788,Q415571,drug-used-for-treatment_DduftC
Q19595872,Q1872,has-part_ChpC
Q41861,Q546434,drug-used-for-treatment_DduftC
Q3108586,Q546434,drug-used-for-treatment_DduftC
Q9294051,Q546434,drug-used-for-treatment_DduftC
Q181257,Q3877030,drug-used-for-treatment_DduftC
Q416601,Q3877030,physically-interacts-with_PpiwC
Q7577496,Q3877030,drug-used-for-treatment_DduftC
Q18212001,Q744,has-part_ChpC
Q18212179,Q1096,has-part_ChpC
Q19614465,Q1089,has-part_ChpC
Q19614465,Q1100,has-part_ChpC
Q180152,Q2768526,drug-used-for-treatment_DduftC
Q34879,Q2736126,drug-used-for-treatment_DduftC
Q221668,Q2736126,drug-used-for-treatment_DduftC
Q19597369,Q2736126,drug-used-for-treatment_DduftC
Q21135943,Q2736126,physically-interacts-with_PpiwC
Q21135949,Q2736126,physically-interacts-with_PpiwC
Q41861,Q6823919,drug-used-for-treatment_DduftC
Q486485,Q6823919,drug-used-for-treatment_DduftC
Q504790,Q6823919,drug-used-for-treatment_DduftC
Q19000661,Q6823919,drug-used-for-treatment_DduftC
Q18212152,Q1096,has-part_ChpC
Q20165313,Q1109,has-part_ChpC
Q12125,Q413147,drug-used-for-treatment_DduftC
Q12174,Q413147,drug-used-for-treatment_DduftC
Q114085,Q413147,drug-used-for-treatment_DduftC
Q268667,Q27106662,drug-used-for-treatment_DduftC
Q4676432,Q27106662,drug-used-for-treatment_DduftC
Q18555301,Q27106662,drug-used-for-treatment_DduftC
Q18555313,Q27106662,drug-used-for-treatment_DduftC
Q18555307,Q27106662,drug-used-for-treatment_DduftC
Q21108125,Q2979523,physically-interacts-with_PpiwC
Q2398308,Q3655338,physically-interacts-with_PpiwC
Q21121816,Q3655338,physically-interacts-with_PpiwC
Q3062781,Q5010994,physically-interacts-with_PpiwC
Q21116154,Q5010994,physically-interacts-with_PpiwC
Q21116162,Q5010994,physically-interacts-with_PpiwC
Q21116164,Q5010994,physically-interacts-with_PpiwC
Q21118785,Q310919,physically-interacts-with_PpiwC
Q21103155,Q418459,physically-interacts-with_PpiwC
Q21103162,Q418459,physically-interacts-with_PpiwC
Q21108125,Q418459,physically-interacts-with_PpiwC
Q21115954,Q418459,physically-interacts-with_PpiwC
Q4202653,Q1094,has-part_ChpC
Q4300388,Q938,has-part_ChpC
Q4300388,Q1053,has-part_ChpC
Q21115815,Q178450,physically-interacts-with_PpiwC
Q21115816,Q178450,physically-interacts-with_PpiwC
Q21115819,Q178450,physically-interacts-with_PpiwC
Q21118862,Q178450,physically-interacts-with_PpiwC
Q21130911,Q178450,physically-interacts-with_PpiwC
Q414518,Q1053,has-part_ChpC
Q18211945,Q1105,has-part_ChpC
Q413209,Q414501,physically-interacts-with_PpiwC
Q221668,Q1639588,drug-used-for-treatment_DduftC
Q18211609,Q670,has-part_ChpC
Q20986132,Q1102,has-part_ChpC
Q193216,Q27160153,drug-used-for-treatment_DduftC
Q1628473,Q27160153,drug-used-for-treatment_DduftC
Q21102588,Q7320283,physically-interacts-with_PpiwC
Q21102593,Q7320283,physically-interacts-with_PpiwC
Q16705824,Q706,has-part_ChpC
Q4493232,Q1087,has-part_ChpC
Q18212010,Q744,has-part_ChpC
Q21125249,Q2659931,physically-interacts-with_PpiwC
Q411656,Q1112,has-part_ChpC
Q21106795,Q410285,physically-interacts-with_PpiwC
Q21117805,Q410285,physically-interacts-with_PpiwC
Q21123242,Q410285,physically-interacts-with_PpiwC
Q21202200,Q410285,physically-interacts-with_PpiwC
Q18212210,Q1388,has-part_ChpC
Q1313546,Q895,has-part_ChpC
Q926462,Q850729,drug-used-for-treatment_DduftC
Q5609817,Q850729,drug-used-for-treatment_DduftC
Q17141201,Q850729,drug-used-for-treatment_DduftC
Q62736,Q408801,drug-used-for-treatment_DduftC
Q187255,Q408801,drug-used-for-treatment_DduftC
Q415364,Q408801,physically-interacts-with_PpiwC
Q1369011,Q408801,drug-used-for-treatment_DduftC
Q21116946,Q408801,physically-interacts-with_PpiwC
Q2336340,Q409221,has-part_ChpC
Q2336340,Q20856948,has-part_ChpC
Q154869,Q421862,drug-used-for-treatment_DduftC
Q18554367,Q421862,drug-used-for-treatment_DduftC
Q18554607,Q421862,drug-used-for-treatment_DduftC
Q18555063,Q421862,drug-used-for-treatment_DduftC
Q21119156,Q421862,physically-interacts-with_PpiwC
Q21119157,Q421862,physically-interacts-with_PpiwC
Q4138163,Q1112,has-part_ChpC
Q288797,Q409439,physically-interacts-with_PpiwC
Q1949517,Q409439,physically-interacts-with_PpiwC
Q4639596,Q409439,physically-interacts-with_PpiwC
Q21108118,Q409439,physically-interacts-with_PpiwC
Q21109355,Q409439,physically-interacts-with_PpiwC
Q21115046,Q409439,physically-interacts-with_PpiwC
Q21115051,Q409439,physically-interacts-with_PpiwC
Q21115052,Q409439,physically-interacts-with_PpiwC
Q221668,Q2601832,drug-used-for-treatment_DduftC
Q3905414,Q2601832,drug-used-for-treatment_DduftC
Q19597369,Q2601832,drug-used-for-treatment_DduftC
Q18212084,Q1105,has-part_ChpC
Q425350,Q722,has-part_ChpC
Q258759,Q1853,has-part_ChpC
Q15628236,Q1843,has-part_ChpC
Q15628244,Q1843,has-part_ChpC
Q4351681,Q925,has-part_ChpC
Q21108357,Q756551,physically-interacts-with_PpiwC
Q41861,Q1169561,drug-used-for-treatment_DduftC
Q486485,Q1169561,drug-used-for-treatment_DduftC
Q504790,Q1169561,drug-used-for-treatment_DduftC
Q7553281,Q1169561,physically-interacts-with_PpiwC
Q19000661,Q1169561,drug-used-for-treatment_DduftC
Q7673856,Q411041,physically-interacts-with_PpiwC
Q21123083,Q411041,physically-interacts-with_PpiwC
Q21123087,Q411041,physically-interacts-with_PpiwC
Q8277,Q2450337,drug-used-for-treatment_DduftC
Q21010585,Q1087,has-part_ChpC
Q21010585,Q1100,has-part_ChpC
Q18211495,Q1099,has-part_ChpC
Q6343339,Q1096,has-part_ChpC
Q204986,Q1096,has-part_ChpC
Q16854883,Q1388,has-part_ChpC
Q414401,Q410040,physically-interacts-with_PpiwC
Q18211996,Q744,has-part_ChpC
Q6473911,Q420364,drug-used-for-treatment_DduftC
Q287958,Q408556,physically-interacts-with_PpiwC
Q287961,Q408556,physically-interacts-with_PpiwC
Q3108586,Q408556,drug-used-for-treatment_DduftC
Q4897175,Q408556,physically-interacts-with_PpiwC
Q9294051,Q408556,drug-used-for-treatment_DduftC
Q15628389,Q722,has-part_ChpC
Q15628389,Q876,has-part_ChpC
Q21120420,Q410556,physically-interacts-with_PpiwC
Q21120423,Q410556,physically-interacts-with_PpiwC
Q21122493,Q410556,physically-interacts-with_PpiwC
Q16715969,Q706,has-part_ChpC
Q414632,Q925,has-part_ChpC
Q41861,Q415970,drug-used-for-treatment_DduftC
Q2819188,Q415970,physically-interacts-with_PpiwC
Q19000661,Q415970,drug-used-for-treatment_DduftC
Q1760461,Q5521314,drug-used-for-treatment_DduftC
Q15627945,Q1091,has-part_ChpC
Q2844056,Q411022,physically-interacts-with_PpiwC
Q4847900,Q411022,physically-interacts-with_PpiwC
Q4847907,Q411022,physically-interacts-with_PpiwC
Q4847910,Q411022,physically-interacts-with_PpiwC
Q12746120,Q411022,physically-interacts-with_PpiwC
Q21108402,Q498436,physically-interacts-with_PpiwC
Q21010584,Q1087,has-part_ChpC
Q21010584,Q1123,has-part_ChpC
Q8083989,Q7862881,physically-interacts-with_PpiwC
Q425241,Q1096,has-part_ChpC
Q415043,Q2805600,instance-of_CioC
Q18211931,Q706,has-part_ChpC
Q18211931,Q1105,has-part_ChpC
Q15628320,Q861,has-part_ChpC
Q410434,Q423111,physically-interacts-with_PpiwC
Q21109218,Q423111,physically-interacts-with_PpiwC
Q62736,Q3992411,drug-used-for-treatment_DduftC
Q187255,Q3992411,drug-used-for-treatment_DduftC
Q861224,Q3992411,drug-used-for-treatment_DduftC
Q17333052,Q876,has-part_ChpC
Q18554191,Q424342,drug-used-for-treatment_DduftC
Q18557988,Q424342,drug-used-for-treatment_DduftC
Q41478,Q422745,drug-used-for-treatment_DduftC
Q223254,Q422745,drug-used-for-treatment_DduftC
Q680873,Q422745,drug-used-for-treatment_DduftC
Q6473911,Q422745,drug-used-for-treatment_DduftC
Q287961,Q15053666,physically-interacts-with_PpiwC
Q15628184,Q1396,has-part_ChpC
Q181923,Q423288,drug-used-for-treatment_DduftC
Q410142,Q423288,physically-interacts-with_PpiwC
Q7050954,Q423288,physically-interacts-with_PpiwC
Q7632070,Q423288,drug-used-for-treatment_DduftC
Q19000444,Q423288,drug-used-for-treatment_DduftC
Q21134814,Q423288,physically-interacts-with_PpiwC
Q12199,Q421369,drug-used-for-treatment_DduftC
Q187255,Q421369,drug-used-for-treatment_DduftC
Q418404,Q421369,physically-interacts-with_PpiwC
Q3435504,Q421369,drug-used-for-treatment_DduftC
Q18556697,Q421369,drug-used-for-treatment_DduftC
Q21112690,Q7577645,physically-interacts-with_PpiwC
Q34879,Q203618,drug-used-for-treatment_DduftC
Q221668,Q203618,drug-used-for-treatment_DduftC
Q21115043,Q12747409,physically-interacts-with_PpiwC
Q7119501,Q5381479,physically-interacts-with_PpiwC
Q7120338,Q5381479,physically-interacts-with_PpiwC
Q21114845,Q5381479,physically-interacts-with_PpiwC
Q21114850,Q5381479,physically-interacts-with_PpiwC
Q15069049,Q1046,has-part_ChpC
Q416291,Q1094,has-part_ChpC
Q221668,Q412223,drug-used-for-treatment_DduftC
Q223102,Q412223,drug-used-for-treatment_DduftC
Q246084,Q412223,drug-used-for-treatment_DduftC
Q259626,Q412223,drug-used-for-treatment_DduftC
Q247096,Q412223,drug-used-for-treatment_DduftC
Q273510,Q412223,drug-used-for-treatment_DduftC
Q464067,Q412223,drug-used-for-treatment_DduftC
Q627625,Q412223,drug-used-for-treatment_DduftC
Q627368,Q412223,drug-used-for-treatment_DduftC
Q767327,Q412223,drug-used-for-treatment_DduftC
Q868137,Q412223,drug-used-for-treatment_DduftC
Q1435822,Q412223,drug-used-for-treatment_DduftC
Q1470140,Q412223,drug-used-for-treatment_DduftC
Q2046113,Q412223,drug-used-for-treatment_DduftC
Q5509169,Q412223,drug-used-for-treatment_DduftC
Q26985509,Q412223,drug-used-for-treatment_DduftC
Q3415811,Q423741,physically-interacts-with_PpiwC
Q21138907,Q423741,physically-interacts-with_PpiwC
Q3454525,Q416667,physically-interacts-with_PpiwC
Q21173164,Q375837,physically-interacts-with_PpiwC
Q178190,Q422244,drug-used-for-treatment_DduftC
Q180913,Q422244,drug-used-for-treatment_DduftC
Q410142,Q422244,physically-interacts-with_PpiwC
Q741713,Q422244,drug-used-for-treatment_DduftC
Q4639596,Q422244,physically-interacts-with_PpiwC
Q19000444,Q422244,drug-used-for-treatment_DduftC
Q21105176,Q422244,physically-interacts-with_PpiwC
Q21134814,Q422244,physically-interacts-with_PpiwC
Q3791889,Q706,has-part_ChpC
Q727028,Q3843044,drug-used-for-treatment_DduftC
Q21175110,Q1640947,physically-interacts-with_PpiwC
Q79928,Q193572,drug-used-for-treatment_DduftC
Q448310,Q193572,drug-used-for-treatment_DduftC
Q21102111,Q193572,physically-interacts-with_PpiwC
Q18554021,Q193572,drug-used-for-treatment_DduftC
Q4676432,Q193572,drug-used-for-treatment_DduftC
Q18555302,Q193572,drug-used-for-treatment_DduftC
Q4493228,Q737,has-part_ChpC
Q128581,Q2298283,drug-used-for-treatment_DduftC
Q172341,Q2298283,drug-used-for-treatment_DduftC
Q467635,Q2298283,drug-used-for-treatment_DduftC
Q938205,Q2298283,drug-used-for-treatment_DduftC
Q1898141,Q2298283,drug-used-for-treatment_DduftC
Q21109462,Q2211523,physically-interacts-with_PpiwC
Q15628079,Q1094,has-part_ChpC
Q15628079,Q1100,has-part_ChpC
Q41112,Q593166,drug-used-for-treatment_DduftC
Q309513,Q593166,physically-interacts-with_PpiwC
Q1949517,Q593166,physically-interacts-with_PpiwC
Q2157462,Q593166,drug-used-for-treatment_DduftC
Q4498233,Q737,has-part_ChpC
Q184559,Q5268499,drug-used-for-treatment_DduftC
Q844935,Q5268499,drug-used-for-treatment_DduftC
Q18554145,Q5268499,drug-used-for-treatment_DduftC
Q419676,Q1053,has-part_ChpC
Q16707514,Q670,has-part_ChpC
Q6748770,Q1100,has-part_ChpC
Q128581,Q241150,drug-used-for-treatment_DduftC
Q181257,Q241150,drug-used-for-treatment_DduftC
Q219102,Q241150,drug-used-for-treatment_DduftC
Q415287,Q241150,physically-interacts-with_PpiwC
Q21114291,Q13574436,physically-interacts-with_PpiwC
Q15628052,Q876,has-part_ChpC
Q15628052,Q877,has-part_ChpC
Q414685,Q941,has-part_ChpC
Q448310,Q419375,drug-used-for-treatment_DduftC
Q926462,Q419375,drug-used-for-treatment_DduftC
Q18555302,Q419375,drug-used-for-treatment_DduftC
Q5520260,Q8083967,physically-interacts-with_PpiwC
Q21114576,Q8083967,physically-interacts-with_PpiwC
Q21114578,Q8083967,physically-interacts-with_PpiwC
Q21114582,Q8083967,physically-interacts-with_PpiwC
Q5123372,Q81225,physically-interacts-with_PpiwC
Q8083989,Q81225,physically-interacts-with_PpiwC
Q21115334,Q81225,physically-interacts-with_PpiwC
Q5009781,Q6842945,physically-interacts-with_PpiwC
Q753904,Q27288139,drug-used-for-treatment_DduftC
Q12199,Q422631,drug-used-for-treatment_DduftC
Q18556697,Q422631,drug-used-for-treatment_DduftC
Q15627949,Q1091,has-part_ChpC
Q15627949,Q1099,has-part_ChpC
Q15627978,Q1091,has-part_ChpC
Q15730236,Q925,has-part_ChpC
Q409279,Q1087,has-part_ChpC
Q415976,Q198728,physically-interacts-with_PpiwC
Q587961,Q198728,physically-interacts-with_PpiwC
Q5198254,Q198728,physically-interacts-with_PpiwC
Q21156191,Q198728,physically-interacts-with_PpiwC
Q18212067,Q876,has-part_ChpC
Q41571,Q420383,drug-used-for-treatment_DduftC
Q21115815,Q5204515,physically-interacts-with_PpiwC
Q21115816,Q5204515,physically-interacts-with_PpiwC
Q21115819,Q5204515,physically-interacts-with_PpiwC
Q21115954,Q5204515,physically-interacts-with_PpiwC
Q21118862,Q5204515,physically-interacts-with_PpiwC
Q21130911,Q5204515,physically-interacts-with_PpiwC
Q21108695,Q425988,physically-interacts-with_PpiwC
Q4067025,Q758,has-part_ChpC
Q4067025,Q1099,has-part_ChpC
Q4457911,Q744,has-part_ChpC
Q4445848,Q877,has-part_ChpC
Q41861,Q39111,drug-used-for-treatment_DduftC
Q409867,Q39111,physically-interacts-with_PpiwC
Q1499998,Q39111,physically-interacts-with_PpiwC
Q7671479,Q39111,physically-interacts-with_PpiwC
Q21096394,Q39111,physically-interacts-with_PpiwC
Q21102124,Q39111,physically-interacts-with_PpiwC
Q21102146,Q39111,physically-interacts-with_PpiwC
Q21103146,Q39111,physically-interacts-with_PpiwC
Q21103155,Q39111,physically-interacts-with_PpiwC
Q21103162,Q39111,physically-interacts-with_PpiwC
Q21111803,Q39111,physically-interacts-with_PpiwC
Q21113274,Q7119045,physically-interacts-with_PpiwC
Q5500222,Q422658,physically-interacts-with_PpiwC
Q21172800,Q422658,physically-interacts-with_PpiwC
Q20979802,Q925,has-part_ChpC
Q20982328,Q737,has-part_ChpC
Q3062781,Q7307897,physically-interacts-with_PpiwC
Q21116154,Q7307897,physically-interacts-with_PpiwC
Q21116162,Q7307897,physically-interacts-with_PpiwC
Q21116164,Q7307897,physically-interacts-with_PpiwC
Q4445849,Q877,has-part_ChpC
Q900883,Q1385,has-part_ChpC
Q19521743,Q1102,has-part_ChpC
Q544006,Q417204,drug-used-for-treatment_DduftC
Q21108338,Q5134875,physically-interacts-with_PpiwC
Q21121233,Q5134875,physically-interacts-with_PpiwC
Q21118884,Q417997,physically-interacts-with_PpiwC
Q2711291,Q417997,drug-used-for-treatment_DduftC
Q4202634,Q1112,has-part_ChpC
Q41861,Q412666,drug-used-for-treatment_DduftC
Q19000661,Q412666,drug-used-for-treatment_DduftC
